Model_Type,Model_Label,Hash_Value,DMD:0,DMD:1,Architecture,Latent_Size,Is_True_Model,DMD:0_3D,DMD:1_3D,DMD:2_3D
gnode,gnode_2_d00662c5,d00662c5,-0.2989356317753668,-0.225946354930966,gnode,2,False,0.5753018156365466,0.22411557964129353,-0.27726978722552253
gnode,gnode_2_99eb3cdc,99eb3cdc,-0.3560032825965422,-0.14679718140553405,gnode,2,False,0.13818864448687387,-0.513246572054183,-0.4128469528340806
gnode,gnode_2_3d41d2b1,3d41d2b1,-0.46653646865109677,-0.10812551106712741,gnode,2,False,0.6385843085317823,-0.05276270938567976,0.22004184027490187
fr,fr_2_ecf08c3e,ecf08c3e,-0.13237427472440208,-0.45364717342032157,fr,2,False,0.050857047983389726,0.48305725376541186,-0.46448308144886524
fr,fr_2_0346e5e1,0346e5e1,-0.36665465750409404,0.0928935645098565,fr,2,False,-0.6325443810238423,0.11894766654376165,-0.13652534314832526
fr,fr_2_2456e958,2456e958,0.5574879828638714,0.5168389401462543,fr,2,False,0.224322943560279,0.5695523042240553,-0.2795878447819525
fr,fr_2_2fcbfe2e,2fcbfe2e,-0.17602119877893616,0.4373100264389135,fr,2,False,0.5097532001725431,0.07045394950874936,-0.4383520321353096
fr,fr_2_9123938b,9123938b,0.21732301584088856,0.5472379981155638,fr,2,False,-0.5299691220876994,0.23656558600431707,0.3463870176398243
fr,fr_2_491f4d12,491f4d12,-0.26473917143492653,-0.31333088656443203,fr,2,False,-0.28340494235666,-0.5886423689433073,0.20083764582113703
fr,fr_2_1cc9649b,1cc9649b,0.12925560450280899,0.5348959627788333,fr,2,False,-0.14217847328456662,0.5047304006689144,0.43082797470522666
fr,fr_2_5d21cdb9,5d21cdb9,0.08846759290555256,0.5996079239969807,fr,2,False,-0.3309853700470375,-0.5479882848566542,-0.21969938830786603
fr,fr_2_edd50266,edd50266,0.3512456087303638,-0.41925354351321464,fr,2,False,-0.19789639773209863,-0.0699742661377759,-0.6224940953896012
