hashname,model,latent_size,max_epochs,seed,lr,weight_decay,encoder_size,file_index,vf_hidden_size,vf_num_layers,output_nonlinearity,heldin_size,heldout_size,alpha,n_heldin,n_heldout,fr_scaling,rect_func,obs_noise,dispersion,state_r2,rate_r2,co-bps,cycle_con,source_table,model_from,normalized_latent_size,high_rate_r2,high_state_r2,high_cobps,high_cycle_con
83df3de8,fr,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.7795878052711487,0.7896033525466919,0.2106125056743621,0.9992743134498596,Table_1,GNode,0.5,False,False,False,True
83df3de8,fr,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.7795878052711487,0.7896033525466919,0.2106125056743621,0.9992743134498596,Table_1,GNode,0.5,False,False,False,True
73cbffdb,fr,256,500,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.7795798182487488,0.7896021008491516,0.210611805319786,0.9992744326591492,Table_1,GNode,0.5,False,False,False,True
73cbffdb,fr,256,500,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.7795798182487488,0.7896021008491516,0.210611805319786,0.9992744326591492,Table_1,GNode,0.5,False,False,False,True
6496136e,fr,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.2348289936780929,0.1284774392843246,0.0520727336406707,0.9988549947738647,Table_1,GNode,0.125,False,False,False,True
6496136e,fr,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.2348289936780929,0.1284774392843246,0.0520727336406707,0.9988549947738647,Table_1,GNode,0.125,False,False,False,True
39ca03fc,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8328023552894592,0.8024151921272278,0.2117870301008224,0.999091863632202,Table_1,GNode,0.5,False,False,False,True
39ca03fc,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8328023552894592,0.8024151921272278,0.2117870301008224,0.999091863632202,Table_1,GNode,0.5,False,False,False,True
5e371ba8,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.7923997640609741,0.6724146008491516,0.183385357260704,0.9988802671432496,Table_1,GNode,1.0,False,False,False,True
5e371ba8,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.7923997640609741,0.6724146008491516,0.183385357260704,0.9988802671432496,Table_1,GNode,1.0,False,False,False,True
5c1ddcd4,fr,64,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.2211021780967712,0.1160834804177284,0.0487583391368389,0.9988471269607544,Table_1,GNode,0.125,False,False,False,True
5c1ddcd4,fr,64,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.2211021780967712,0.1160834804177284,0.0487583391368389,0.9988471269607544,Table_1,GNode,0.125,False,False,False,True
306365d9,fr,256,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.8328122496604919,0.8024126291275024,0.2117861360311508,0.999091863632202,Table_1,GNode,0.5,False,False,False,True
306365d9,fr,256,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.8328122496604919,0.8024126291275024,0.2117861360311508,0.999091863632202,Table_1,GNode,0.5,False,False,False,True
9fe0af8f,fr,512,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.7923994064331055,0.6724141836166382,0.183385357260704,0.9988802671432496,Table_1,GNode,1.0,False,False,False,True
9fe0af8f,fr,512,501,0,0.0001,0.0001,128,10,,,,280,300,,280,20,1.0,softplus,,1.0,0.7923994064331055,0.6724141836166382,0.183385357260704,0.9988802671432496,Table_1,GNode,1.0,False,False,False,True
a6ea90b2,fr,512,500,0,0.0001,0.0001,128,5,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,,1.0,0.8040666580200195,0.5693206191062927,0.1160882860422134,0.9987475872039796,Table_2,GRU,1.0,False,False,False,True
a6ea90b2,fr,512,500,0,0.0001,0.0001,128,5,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,,1.0,0.8040666580200195,0.5693206191062927,0.1160882860422134,0.9987475872039796,Table_2,GRU,1.0,False,False,False,True
57b349b4,fr,512,500,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.8047273755073547,0.5693754553794861,0.1161010339856147,0.9987469911575316,Table_2,GRU,1.0,False,False,False,True
57b349b4,fr,512,500,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.8047273755073547,0.5693754553794861,0.1161010339856147,0.9987469911575316,Table_2,GRU,1.0,False,False,False,True
28c1a7de,fr,512,501,0,0.0001,0.0001,128,5,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,,1.0,0.7927549481391907,0.5727640390396118,0.1168874725699424,0.9988060593605042,Table_2,GRU,1.0,False,False,False,True
28c1a7de,fr,512,501,0,0.0001,0.0001,128,5,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,,1.0,0.7927549481391907,0.5727640390396118,0.1168874725699424,0.9988060593605042,Table_2,GRU,1.0,False,False,False,True
7cb6f585,fr,32,501,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.900898575782776,0.5585504174232483,0.1112661212682724,0.9986237287521362,Table_2,GRU,0.0625,False,True,False,True
7cb6f585,fr,32,501,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.900898575782776,0.5585504174232483,0.1112661212682724,0.9986237287521362,Table_2,GRU,0.0625,False,True,False,True
8f6f3eb3,fr,512,501,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.7903487086296082,0.572276771068573,0.1167745888233184,0.9988067746162416,Table_2,GRU,1.0,False,False,False,True
8f6f3eb3,fr,512,501,0,0.0001,0.0001,128,5,,,,250,300,,250,50,1.0,softplus,,1.0,0.7903487086296082,0.572276771068573,0.1167745888233184,0.9988067746162416,Table_2,GRU,1.0,False,False,False,True
63d789d4,gnode,2,500,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9963787198066713,0.966108739376068,0.2210210263729095,1.0,Table_2,GRU,0.03125,False,True,False,True
63d789d4,gnode,2,500,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9963787198066713,0.966108739376068,0.2210210263729095,1.0,Table_2,GRU,0.03125,False,True,False,True
65ff784b,gnode,2,501,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9956635236740112,0.9663193225860596,0.2208364903926849,1.0,Table_2,GRU,0.03125,True,True,False,True
65ff784b,gnode,2,501,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9956635236740112,0.9663193225860596,0.2208364903926849,1.0,Table_2,GRU,0.03125,True,True,False,True
63d789d4,gnode,2,500,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9963787198066713,0.966108739376068,0.2210210263729095,1.0,Table_2,GRU,0.03125,False,True,False,True
63d789d4,gnode,2,500,0,0.002,0.0,128,5,64.0,3.0,torch.nn.functional.softplus,280,300,0.1,280,20,1.0,softplus,,1.0,0.9963787198066713,0.966108739376068,0.2210210263729095,1.0,Table_2,GRU,0.03125,False,True,False,True
