hashname,20250412_PC_gNODE_sweep_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_vf_hidden_size,_vf_num_layers,_output_nonlinearity,_heldin_size,_heldout_size,_alpha,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,state_r2,rate_r2,co-bps,cycle_con
d7c4a37a,3,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9704717397689819,0.9996140003204346,0.2808290421962738,0.9999590516090393
b60b4f6a,5,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9700748324394226,0.9990338683128357,0.2806776165962219,0.9997854828834534
b60b4f6a,5,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9700748324394226,0.9990338683128357,0.2806776165962219,0.9997854828834534
873d8290,10,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9660188555717468,0.9987018704414368,0.2806769013404846,0.998714804649353
873d8290,10,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9660188555717468,0.9987018704414368,0.2806769013404846,0.998714804649353
447dc50b,32,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.8772491216659546,0.9976436495780945,0.280406653881073,0.9115413427352905
447dc50b,32,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.8772491216659546,0.9976436495780945,0.280406653881073,0.9115413427352905
f492a5f4,64,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.7221543192863464,0.9952961206436157,0.2801245450973511,0.8313514590263367
f492a5f4,64,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.7221543192863464,0.9952961206436157,0.2801245450973511,0.8313514590263367
95b6b39c,32,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9097703695297241,0.998094916343689,0.2809344232082367,0.9698834419250488
04a67a9f,5,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9675338268280029,0.9996512532234192,0.28129318356513977,0.9998720288276672
ceb58bd8,2,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9710193872451782,0.999415397644043,0.2811979055404663,1.0
62b9e2e9,3,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9693348407745361,0.9995056986808777,0.28126272559165955,0.9999741911888123
5a384b98,10,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9650743007659912,0.9993535876274109,0.2812388241291046,0.9990869164466858
ceb58bd8,2,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9710193872451782,0.999415397644043,0.2811979055404663,1.0
95b6b39c,32,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9097703695297241,0.998094916343689,0.2809344232082367,0.9698834419250488
04a67a9f,5,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9675338268280029,0.9996512532234192,0.28129318356513977,0.9998720288276672
62b9e2e9,3,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9693348407745361,0.9995056986808777,0.28126272559165955,0.9999741911888123
5a384b98,10,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9650743007659912,0.9993535876274109,0.2812388241291046,0.9990869164466858
5affcbc0,64,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7456220984458923,0.9952282309532166,0.2800605893135071,0.8815239667892456
5affcbc0,64,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7456220984458923,0.9952282309532166,0.2800605893135071,0.8815239667892456
309eb94c,2,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9710202217102051,0.9994168281555176,0.2811991572380066,1.0
309eb94c,2,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9710202217102051,0.9994168281555176,0.2811991572380066,1.0
6d63ae4a,3,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9693389534950256,0.9995067119598389,0.28126218914985657,0.9999746084213257
6d63ae4a,3,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9693389534950256,0.9995067119598389,0.28126218914985657,0.9999746084213257
d845f25f,5,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.967535138130188,0.9996515512466431,0.2812935411930084,0.9998707175254822
e69cba41,10,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9650834202766418,0.999354362487793,0.2812391519546509,0.9990895390510559
e69cba41,10,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9650834202766418,0.999354362487793,0.2812391519546509,0.9990895390510559
d845f25f,5,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.967535138130188,0.9996515512466431,0.2812935411930084,0.9998707175254822
becc9a62,32,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9095261693000793,0.9980675578117371,0.28091761469841003,0.9698129892349243
2ac77f90,64,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7462629079818726,0.9952506422996521,0.2800574004650116,0.881373941898346
8f69cfdc,2,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9695601463317871,0.9996899962425232,0.28128379583358765,1.0
becc9a62,32,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9095261693000793,0.9980675578117371,0.28091761469841003,0.9698129892349243
2ac77f90,64,500,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7462629079818726,0.9952506422996521,0.2800574004650116,0.881373941898346
8f69cfdc,2,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9695601463317871,0.9996899962425232,0.28128379583358765,1.0
07a3ee5f,5,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9690119028091431,0.9987334609031677,0.28102508187294006,0.9998733997344971
7d511902,3,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9708377122879028,0.9993685483932495,0.28121331334114075,0.9999736547470093
07a3ee5f,5,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9690119028091431,0.9987334609031677,0.28102508187294006,0.9998733997344971
7d511902,3,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9708377122879028,0.9993685483932495,0.28121331334114075,0.9999736547470093
2a457ed5,10,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9632751941680908,0.9992552399635315,0.2811635434627533,0.9991374611854553
2a457ed5,10,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9632751941680908,0.9992552399635315,0.2811635434627533,0.9991374611854553
8aba258a,32,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9074147939682007,0.9979655146598816,0.28082677721977234,0.968312680721283
8aba258a,32,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9074147939682007,0.9979655146598816,0.28082677721977234,0.968312680721283
cd9a7f6e,64,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7494844794273376,0.9959921836853027,0.2803240716457367,0.8829927444458008
cd9a7f6e,64,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7494844794273376,0.9959921836853027,0.2803240716457367,0.8829927444458008
0cc3384a,2,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9695518016815186,0.9996906518936157,0.281283974647522,1.0
d7001813,3,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9708458185195923,0.9993691444396973,0.28121331334114075,0.999973475933075
0cc3384a,2,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9695518016815186,0.9996906518936157,0.281283974647522,1.0
d7001813,3,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9708458185195923,0.9993691444396973,0.28121331334114075,0.999973475933075
6bd5e9f9,5,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.969000518321991,0.9987325072288513,0.2810247540473938,0.9998717308044434
6bd5e9f9,5,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.969000518321991,0.9987325072288513,0.2810247540473938,0.9998717308044434
80fc3361,10,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9632573127746582,0.9992542266845703,0.2811640799045563,0.9991262555122375
80fc3361,10,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9632573127746582,0.9992542266845703,0.2811640799045563,0.9991262555122375
b9fe2392,32,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9073686003684998,0.9979572892189026,0.28082147240638733,0.9682871103286743
2decde61,64,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7495462894439697,0.9960053563117981,0.2803267240524292,0.8832191228866577
b9fe2392,32,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.9073686003684998,0.9979572892189026,0.28082147240638733,0.9682871103286743
2decde61,64,501,0,0.002,0.0,128,10,128.0,3.0,,280,300,0.05,280,20,1.0,softplus,poisson,1.0,0.7495462894439697,0.9960053563117981,0.2803267240524292,0.8832191228866577
bb6d13e5,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6683540344238281,0.5797573924064636,0.14200875163078308,0.9995513558387756
667d6c05,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8118053078651428,0.7637279033660889,0.2139040231704712,0.9994149208068848
9d8418cd,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8293372988700867,0.7534361481666565,0.20736651122570038,0.9946629405021667
b0c84d10,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7655442953109741,0.6729120016098022,0.189921036362648,0.9980708360671997
10fd576c,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6528865694999695,0.6200821399688721,0.17012418806552887,0.9962494373321533
667d6c05,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8118053078651428,0.7637279033660889,0.2139040231704712,0.9994149208068848
bb6d13e5,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6683540344238281,0.5797573924064636,0.14200875163078308,0.9995513558387756
fc849e05,32,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6542074680328369,0.6208186745643616,0.17034126818180084,0.9962402582168579
9d8418cd,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8293372988700867,0.7534361481666565,0.20736651122570038,0.9946629405021667
10fd576c,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6528865694999695,0.6200821399688721,0.17012418806552887,0.9962494373321533
b0c84d10,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7655442953109741,0.6729120016098022,0.189921036362648,0.9980708360671997
fc849e05,32,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6542074680328369,0.6208186745643616,0.17034126818180084,0.9962402582168579
57169a92,64,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8232885003089905,0.751800537109375,0.20677421987056732,0.9947300553321838
57169a92,64,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8232885003089905,0.751800537109375,0.20677421987056732,0.9947300553321838
7f4a0dca,128,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7711984515190125,0.6825793981552124,0.19241124391555786,0.9980855584144592
7f4a0dca,128,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7711984515190125,0.6825793981552124,0.19241124391555786,0.9980855584144592
4a30d451,256,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7976771593093872,0.7530490756034851,0.21017029881477356,0.999412477016449
4a30d451,256,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7976771593093872,0.7530490756034851,0.21017029881477356,0.999412477016449
3aaf083a,512,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6699446439743042,0.5816826820373535,0.14253516495227814,0.9995508193969727
3aaf083a,512,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6699446439743042,0.5816826820373535,0.14253516495227814,0.9995508193969727
fdb85e91,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.15741319954395294,0.9971575140953064
fdb85e91,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.15741319954395294,0.9971575140953064
672cee54,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8264951705932617,0.7476903796195984,0.2060827910900116,0.9947128891944885
672cee54,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8264951705932617,0.7476903796195984,0.2060827910900116,0.9947128891944885
946eb608,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.832176148891449,0.766046404838562,0.2105313092470169,0.9981821179389954
946eb608,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.832176148891449,0.766046404838562,0.2105313092470169,0.9981821179389954
f561fd9e,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.843464195728302,0.7890853881835938,0.22035548090934753,0.9994246959686279
f561fd9e,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.843464195728302,0.7890853881835938,0.22035548090934753,0.9994246959686279
1bf19918,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7638156414031982,0.6108601093292236,0.17612183094024658,0.9996432065963745
1bf19918,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7638156414031982,0.6108601093292236,0.17612183094024658,0.9996432065963745
9e2e31fe,32,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.5506749749183655,0.577904224395752,0.15833500027656555,0.9971303343772888
9e2e31fe,32,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.5506749749183655,0.577904224395752,0.15833500027656555,0.9971303343772888
ece98f7b,64,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8240475058555603,0.7467691898345947,0.20569857954978943,0.994718074798584
ece98f7b,64,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8240475058555603,0.7467691898345947,0.20569857954978943,0.994718074798584
021612fc,128,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8332494497299194,0.766586422920227,0.21081799268722534,0.9981858134269714
021612fc,128,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8332494497299194,0.766586422920227,0.21081799268722534,0.9981858134269714
e60b5326,256,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8430976271629333,0.788712203502655,0.2202235758304596,0.99942547082901
e60b5326,256,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8430976271629333,0.788712203502655,0.2202235758304596,0.99942547082901
1221f4a0,512,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7660665512084961,0.6052273511886597,0.17553220689296722,0.9996402859687805
1221f4a0,512,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7660665512084961,0.6052273511886597,0.17553220689296722,0.9996402859687805
b0c84d10,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7655442953109741,0.6729120016098022,0.189921036362648,0.9980708360671997
fc849e05,32,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6542074680328369,0.6208186745643616,0.17034126818180084,0.9962402582168579
667d6c05,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8118053078651428,0.7637279033660889,0.2139040231704712,0.9994149208068848
9d8418cd,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8293372988700867,0.7534361481666565,0.20736651122570038,0.9946629405021667
b0c84d10,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7655442953109741,0.6729120016098022,0.189921036362648,0.9980708360671997
fc849e05,32,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6542074680328369,0.6208186745643616,0.17034126818180084,0.9962402582168579
bb6d13e5,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6683540344238281,0.5797573924064636,0.14200875163078308,0.9995513558387756
667d6c05,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8118053078651428,0.7637279033660889,0.2139040231704712,0.9994149208068848
10fd576c,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6528865694999695,0.6200821399688721,0.17012418806552887,0.9962494373321533
9d8418cd,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8293372988700867,0.7534361481666565,0.20736651122570038,0.9946629405021667
bb6d13e5,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6683540344238281,0.5797573924064636,0.14200875163078308,0.9995513558387756
10fd576c,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.6528865694999695,0.6200821399688721,0.17012418806552887,0.9962494373321533
57169a92,64,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8232885003089905,0.751800537109375,0.20677421987056732,0.9947300553321838
57169a92,64,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8232885003089905,0.751800537109375,0.20677421987056732,0.9947300553321838
7f4a0dca,128,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7711984515190125,0.6825793981552124,0.19241124391555786,0.9980855584144592
7f4a0dca,128,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7711984515190125,0.6825793981552124,0.19241124391555786,0.9980855584144592
4a30d451,256,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7976771593093872,0.7530490756034851,0.21017029881477356,0.999412477016449
4a30d451,256,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7976771593093872,0.7530490756034851,0.21017029881477356,0.999412477016449
3aaf083a,512,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6699446439743042,0.5816826820373535,0.14253516495227814,0.9995508193969727
3aaf083a,512,500,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.6699446439743042,0.5816826820373535,0.14253516495227814,0.9995508193969727
fdb85e91,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.15741319954395294,0.9971575140953064
fdb85e91,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.15741319954395294,0.9971575140953064
672cee54,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8264951705932617,0.7476903796195984,0.2060827910900116,0.9947128891944885
